task_id,mode,classification,stop_reason,discovery_nanos,successful_search_rerun_nanos
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct.prove,search,closed,other_or_unreported,552430311,563696902
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct_bst_bound.prove,committed,closed,other_or_unreported,720497661,716661603
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct_bst_bound.prove,search,closed,other_or_unreported,740034249,746212155
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct_inverse.prove,committed,completed_discovery_failure,ambient_resource_limit,21273937918,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct_inverse.prove,search,closed,other_or_unreported,6532986095,6645291820
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_empty.prove,committed,closed,other_or_unreported,5025242,4242795
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_empty.prove,search,closed,other_or_unreported,4336389,4102766
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_ex.prove,committed,closed,other_or_unreported,7439597,7377900
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_ex.prove,search,closed,other_or_unreported,7358592,7324965
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_lookup_mem_of_bound.prove,committed,completed_discovery_failure,ambient_resource_limit,21053993492,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_lookup_mem_of_bound.prove,search,closed,other_or_unreported,5015861591,5126123106
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_nodup_keys.prove,committed,closed,other_or_unreported,1593047600,1452825446
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_nodup_keys.prove,search,closed,other_or_unreported,1576174244,1581041519
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_preserves_forall.prove,committed,completed_discovery_failure,ambient_resource_limit,19057832463,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_preserves_forall.prove,search,closed,other_or_unreported,3266309553,3272969588
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_preserves_relation.prove,committed,completed_discovery_failure,ambient_resource_limit,19182238488,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_preserves_relation.prove,search,closed,other_or_unreported,2548502057,2338095543
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_relate'.prove,committed,completed_discovery_failure,ambient_resource_limit,20956729511,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_relate'.prove,search,completed_discovery_failure,ambient_resource_limit,19792816526,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_relate.prove,committed,closed,other_or_unreported,31914746,61882042
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_relate.prove,search,closed,other_or_unreported,31038685,29337978
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_relate'.prove,committed,closed,other_or_unreported,8151283,7605734
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_relate'.prove,search,closed,other_or_unreported,7895383,8873963
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_relate.prove,committed,closed,other_or_unreported,7952746,8154781
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_relate.prove,search,closed,other_or_unreported,11635150,7607005
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_tree_BST.prove,committed,closed,other_or_unreported,18746771,19055184
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.empty_tree_BST.prove,search,closed,other_or_unreported,17149829,16939786
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.exists_val_of_bound.prove,committed,closed,other_or_unreported,1351213870,1346037442
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.exists_val_of_bound.prove,search,closed,other_or_unreported,1345654723,1343816704
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_correct.prove,committed,closed,other_or_unreported,2196883695,2215959858
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_correct.prove,search,closed,other_or_unreported,2270897407,2220666744
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_eq_elements.prove,committed,closed,other_or_unreported,44292528,41992301
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_eq_elements.prove,search,closed,other_or_unreported,32910520,33420417
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_tr_helper.prove,committed,completed_discovery_failure,ambient_resource_limit,20860716050,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.fast_elements_tr_helper.prove,search,closed,other_or_unreported,10598714403,9895545029
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.find_app.prove,committed,completed_discovery_failure,ambient_resource_limit,22063561358,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.find_app.prove,search,completed_discovery_failure,ambient_resource_limit,20803772743,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.in_fst.prove,committed,closed,other_or_unreported,195360092,156265728
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.in_fst.prove,search,closed,other_or_unreported,155915718,156774809
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.in_map_of_list.prove,committed,completed_discovery_failure,ambient_resource_limit,18444135713,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.in_map_of_list.prove,search,completed_discovery_failure,ambient_resource_limit,16592046321,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_BST.prove,committed,closed,other_or_unreported,13304836158,15316721011
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_BST.prove,search,closed,other_or_unreported,20831701922,20621236673
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_permute_equality_breaks.prove,committed,completed_discovery_failure,ambient_resource_limit,19766875706,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_permute_equality_breaks.prove,search,completed_discovery_failure,core_search_exhausted,18346622267,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_relate'.prove,committed,closed,other_or_unreported,1183906962,1181449300
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_relate'.prove,search,closed,other_or_unreported,1173982279,1186364893
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_relate.prove,committed,closed,other_or_unreported,6527026100,6342080838
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_relate.prove,search,closed,other_or_unreported,14508649598,14251912587
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_same_equality_breaks.prove,committed,closed,other_or_unreported,296941566,243003699
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_same_equality_breaks.prove,search,closed,other_or_unreported,244918379,245306863
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_shadow_equality.prove,committed,completed_discovery_failure,core_search_exhausted,27904282042,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.insert_shadow_equality.prove,search,closed,other_or_unreported,2054753539,2021610240
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.is_BST_ex.prove,committed,closed,other_or_unreported,108820423,107678111
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.is_BST_ex.prove,search,closed,other_or_unreported,357020439,342577488
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.kvs_insert_elements.prove,committed,completed_discovery_failure,ambient_resource_limit,17695464141,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.kvs_insert_elements.prove,search,completed_discovery_failure,ambient_resource_limit,17251689991,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.kvs_insert_split.prove,committed,completed_discovery_failure,ambient_resource_limit,17796732730,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.kvs_insert_split.prove,search,completed_discovery_failure,ambient_resource_limit,19859112113,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_empty.prove,committed,closed,other_or_unreported,5890571,4933172
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_empty.prove,search,closed,other_or_unreported,4168130,4858095
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_eq'.prove,committed,closed,other_or_unreported,20153420,20122047
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_eq'.prove,search,closed,other_or_unreported,18290364,18684443
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_eq.prove,committed,completed_discovery_failure,core_search_exhausted,11393383430,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_eq.prove,search,closed,other_or_unreported,709255015,791662606
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_neq.prove,committed,completed_discovery_failure,core_search_exhausted,15573811508,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_neq.prove,search,closed,other_or_unreported,1290442971,1341140005
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_permute.prove,committed,closed,other_or_unreported,262952349,265973337
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_permute.prove,search,closed,other_or_unreported,245633987,245080367
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_same.prove,committed,closed,other_or_unreported,147550851,145435527
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_same.prove,search,closed,other_or_unreported,143683641,154608774
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_shadow.prove,committed,closed,other_or_unreported,167698674,164584208
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_insert_shadow.prove,search,closed,other_or_unreported,163287686,169872944
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_nest.prove,committed,completed_discovery_failure,ambient_resource_limit,21126764435,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_nest.prove,search,completed_discovery_failure,ambient_resource_limit,20324609519,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_relate'.prove,committed,closed,other_or_unreported,8277385475,8112876208
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_relate'.prove,search,completed_discovery_failure,ambient_resource_limit,23408266232,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_relate.prove,committed,completed_discovery_failure,ambient_resource_limit,20839952120,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.lookup_relate.prove,search,completed_discovery_failure,ambient_resource_limit,21479919289,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_bound_app.prove,committed,completed_discovery_failure,ambient_resource_limit,19399280085,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_bound_app.prove,search,completed_discovery_failure,ambient_resource_limit,25048211250,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_app.prove,committed,closed,other_or_unreported,12480180881,12612790381
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_app.prove,search,completed_discovery_failure,ambient_resource_limit,19141057375,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_app_apply.prove,committed,completed_discovery_failure,ambient_resource_limit,22987481332,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_app_apply.prove,search,completed_discovery_failure,ambient_resource_limit,20649847621,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_kvs_insert.prove,committed,completed_discovery_failure,ambient_resource_limit,20799819406,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_list_kvs_insert.prove,search,completed_discovery_failure,ambient_resource_limit,19281243911,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_none_of_bound_false.prove,committed,completed_discovery_failure,ambient_resource_limit,23729073492,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_none_of_bound_false.prove,search,completed_discovery_failure,ambient_resource_limit,23138891750,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_prop.prove,committed,completed_discovery_failure,ambient_resource_limit,23481071997,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_prop.prove,search,completed_discovery_failure,ambient_resource_limit,22785716527,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_some_of_bound_true.prove,committed,completed_discovery_failure,ambient_resource_limit,22996130965,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.map_of_tree_some_of_bound_true.prove,search,completed_discovery_failure,ambient_resource_limit,22683167003,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.not_BST_ex.prove,committed,closed,other_or_unreported,324692980,211868367
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.not_BST_ex.prove,search,closed,other_or_unreported,571469863,547958285
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.not_in_map_of_list.prove,committed,completed_discovery_failure,ambient_resource_limit,19531854150,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.not_in_map_of_list.prove,search,completed_discovery_failure,ambient_resource_limit,16617851438,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_app.prove,committed,closed,other_or_unreported,3392047979,2972928656
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_app.prove,search,closed,other_or_unreported,3316248717,3187160807
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_elements.prove,committed,completed_discovery_failure,ambient_resource_limit,22956017122,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_elements.prove,search,completed_discovery_failure,ambient_resource_limit,22311790510,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_elements_aux.prove,committed,completed_discovery_failure,ambient_resource_limit,23088458687,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.sorted_elements_aux.prove,search,completed_discovery_failure,ambient_resource_limit,23964355469,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_both.prove,committed,closed,other_or_unreported,32509808,32293486
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_both.prove,search,closed,other_or_unreported,31799160,31802950
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_left.prove,committed,closed,other_or_unreported,1651724200,1649163180
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_left.prove,search,closed,other_or_unreported,1652354504,1690671077
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_right.prove,committed,closed,other_or_unreported,1535223115,1538026026
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_right.prove,search,closed,other_or_unreported,1504447526,1525492890
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_update_left.prove,committed,closed,other_or_unreported,6528382869,6122620399
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_update_left.prove,search,completed_discovery_failure,ambient_resource_limit,20815145238,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_update_right.prove,committed,closed,other_or_unreported,6534045057,6126820937
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.union_update_right.prove,search,completed_discovery_failure,ambient_resource_limit,21795058637,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.update_eq.prove,committed,closed,other_or_unreported,1706668703,1632282636
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.update_eq.prove,search,closed,other_or_unreported,6533831465,6446712665
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.update_neq.prove,committed,closed,other_or_unreported,3714360845,3462635540
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.update_neq.prove,search,closed,other_or_unreported,16252164120,16238709519
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L189.prove,committed,closed,other_or_unreported,6712872,6848749
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L189.prove,search,closed,other_or_unreported,6323306,5712564
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L193.prove,committed,closed,other_or_unreported,5847329,5903995
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L193.prove,search,closed,other_or_unreported,5912542,4590670
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L84.prove,committed,closed,other_or_unreported,5267478,5764717
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L84.prove,search,closed,other_or_unreported,4953437,7917169
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L87.prove,committed,closed,other_or_unreported,3369800,4222074
sf.lean.VFA.08-QueueCaseStudy.example.anonymous.L87.prove,search,closed,other_or_unreported,3199806,3398040
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.Even2'.prove,committed,closed,other_or_unreported,4829678,4979797
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.Even2'.prove,search,closed,other_or_unreported,4694196,4997222
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.Even2.prove,committed,closed,other_or_unreported,4984064,4877738
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.Even2.prove,search,closed,other_or_unreported,4646598,5045788
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.bound_relate.prove,committed,closed,other_or_unreported,7410919213,7492401826
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.bound_relate.prove,search,completed_discovery_failure,ambient_resource_limit,33522146948,
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.elements_relate.prove,committed,closed,other_or_unreported,6231044,6153076
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.elements_relate.prove,search,closed,other_or_unreported,5839844,8436373
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.empty_relate.prove,committed,closed,other_or_unreported,4817318,4215118
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.empty_relate.prove,search,closed,other_or_unreported,4646794,4193536
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.insert_relate.prove,committed,closed,other_or_unreported,6646858,6442496
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.insert_relate.prove,search,closed,other_or_unreported,6322834,10966462
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.lookup_relate.prove,committed,closed,other_or_unreported,5411707109,5437283886
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListETableAbs.lookup_relate.prove,search,completed_discovery_failure,ambient_resource_limit,23712519061,
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_empty.prove,committed,closed,other_or_unreported,4829738,3880114
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_empty.prove,search,closed,other_or_unreported,4581383,4423611
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_set_other.prove,committed,closed,other_or_unreported,249303024,246289196
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_set_other.prove,search,closed,other_or_unreported,244270625,243144251
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_set_same.prove,committed,closed,other_or_unreported,17175357,34591903
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.bound_set_same.prove,search,closed,other_or_unreported,15019782,15024515
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.elements_complete.prove,committed,completed_discovery_failure,ambient_resource_limit,24254087453,
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.elements_complete.prove,search,closed,other_or_unreported,1826354781,1890420815
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.elements_correct.prove,committed,completed_discovery_failure,ambient_resource_limit,20206349954,
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.elements_correct.prove,search,closed,other_or_unreported,2577964607,2603437430
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.empty_ok.prove,committed,closed,other_or_unreported,17267423,17000456
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.empty_ok.prove,search,closed,other_or_unreported,16877835,17899007
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.ex1.prove,committed,closed,other_or_unreported,5432827,5769811
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.ex1.prove,search,closed,other_or_unreported,4999366,5386716
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.ex2.prove,committed,closed,other_or_unreported,5409784,5746854
sf.lean.VFA.08-QueueCaseStudy.theorem.CaseStudies.SF.VFA.QueueCaseStudy.ListsTable.ex2.prove,search,closed,other_or_unreported,5018137,5587826
