task_id,mode,classification,stop_reason,discovery_nanos,successful_search_rerun_nanos
sf.lean.VFA.04-BagPermCaseStudy.theorem.CaseStudies.SF.VFA.BagPermCaseStudy.perm_bag.prove,search,completed_discovery_failure,core_search_exhausted,17354101063,
sf.lean.VFA.04-BagPermCaseStudy.theorem.CaseStudies.SF.VFA.BagPermCaseStudy.sort_bag.prove,committed,completed_discovery_failure,core_search_exhausted,6617293109,
sf.lean.VFA.04-BagPermCaseStudy.theorem.CaseStudies.SF.VFA.BagPermCaseStudy.sort_bag.prove,search,completed_discovery_failure,core_search_exhausted,8352533387,
sf.lean.VFA.04-BagPermCaseStudy.theorem.CaseStudies.SF.VFA.BagPermCaseStudy.sort_specifications_equivalent.prove,committed,closed,other_or_unreported,421405597,282972074
sf.lean.VFA.04-BagPermCaseStudy.theorem.CaseStudies.SF.VFA.BagPermCaseStudy.sort_specifications_equivalent.prove,search,closed,other_or_unreported,6901441007,6927100168
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.cons_of_small_maintains_sort'.prove,committed,closed,other_or_unreported,5445420375,5548172023
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.cons_of_small_maintains_sort'.prove,search,closed,other_or_unreported,18328650170,17139255787
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.cons_of_small_maintains_sort.prove,committed,closed,other_or_unreported,19975522160,19536488621
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.cons_of_small_maintains_sort.prove,search,closed,other_or_unreported,16920341164,16671057314
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.extra_fuel.prove,committed,closed,other_or_unreported,9773835,7336746
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.extra_fuel.prove,search,closed,other_or_unreported,9268967,6784484
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.le_all__le_one.prove,committed,closed,other_or_unreported,19863420,19559104
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.le_all__le_one.prove,search,closed,other_or_unreported,19328559,19604821
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.out_of_fuel.prove,committed,closed,other_or_unreported,59040252,44671551
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.out_of_fuel.prove,search,closed,other_or_unreported,182127897,137433470
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.pairs_example.prove,committed,closed,other_or_unreported,20212574,14799379
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.pairs_example.prove,search,closed,other_or_unreported,19063390,13673529
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_contents.prove,committed,completed_discovery_failure,ambient_resource_limit,26266660046,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_contents.prove,search,completed_discovery_failure,ambient_resource_limit,26867327927,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_fst_leq.prove,committed,closed,other_or_unreported,8444586194,8473714283
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_fst_leq.prove,search,closed,other_or_unreported,8549515515,8717165340
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_in.prove,committed,closed,other_or_unreported,7476127863,7494914008
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_in.prove,search,closed,other_or_unreported,12436639278,12386309813
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,28673914369,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_perm.prove,search,completed_discovery_failure,ambient_resource_limit,29855628991,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_rest_length.prove,committed,completed_discovery_failure,ambient_resource_limit,31277002157,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_rest_length.prove,search,closed,other_or_unreported,9201342879,6983400783
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_smallest.prove,committed,completed_discovery_failure,ambient_resource_limit,20703479361,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.select_smallest.prove,search,completed_discovery_failure,ambient_resource_limit,22178047991,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_contents.prove,committed,completed_discovery_failure,ambient_resource_limit,26330128323,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_contents.prove,search,completed_discovery_failure,ambient_resource_limit,24331342341,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_correct'.prove,committed,completed_discovery_failure,ambient_resource_limit,20647912820,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_correct'.prove,search,completed_discovery_failure,ambient_resource_limit,20370137313,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_is_correct.prove,committed,closed,other_or_unreported,16317486,16684603
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_is_correct.prove,search,closed,other_or_unreported,15862357,15759493
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_perm.prove,committed,closed,other_or_unreported,15600169,16024831
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_perm.prove,search,closed,other_or_unreported,20758820,16188592
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_sorted.prove,committed,closed,other_or_unreported,15214272,15233884
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selection_sort_sorted.prove,search,closed,other_or_unreported,14488120,14318352
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_example.prove,committed,closed,other_or_unreported,1701633242,1706498254
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_example.prove,search,closed,other_or_unreported,2606184255,2417549486
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_is_correct.prove,committed,closed,other_or_unreported,22612730,21966316
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_is_correct.prove,search,closed,other_or_unreported,22700291,21471785
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,27171799275,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_perm.prove,search,completed_discovery_failure,ambient_resource_limit,28653983748,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_sorted.prove,committed,closed,other_or_unreported,20850958419,21088247161
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort'_sorted.prove,search,closed,other_or_unreported,15578214495,15062550157
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,22295747093,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort_perm.prove,search,completed_discovery_failure,ambient_resource_limit,32014142522,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort_sorted.prove,committed,completed_discovery_failure,ambient_resource_limit,22323524797,
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.selsort_sorted.prove,search,closed,other_or_unreported,11497202999,11432892514
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.sort_pi.prove,committed,closed,other_or_unreported,18400710,12853562
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.sort_pi.prove,search,closed,other_or_unreported,17380074,12844722
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.sorted_iff_sorted.prove,committed,closed,other_or_unreported,10253763437,10256310868
sf.lean.VFA.05-SelectionCaseStudy.theorem.CaseStudies.SF.VFA.SelectionCaseStudy.sorted_iff_sorted.prove,search,completed_discovery_failure,ambient_resource_limit,26038742063,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.list_ind2'.prove,committed,completed_discovery_failure,core_search_exhausted,8284327901,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.list_ind2'.prove,search,completed_discovery_failure,core_search_exhausted,11154545664,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge2.prove,committed,closed,other_or_unreported,13142335,12063584
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge2.prove,search,closed,other_or_unreported,14018593,11681626
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge_nil_l.prove,committed,closed,other_or_unreported,9097482,9900744
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge_nil_l.prove,search,closed,other_or_unreported,9418377,8760147
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,23591017273,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.merge_perm.prove,search,closed,other_or_unreported,12838311218,12756466369
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_correct.prove,committed,closed,other_or_unreported,137716447,153058282
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_correct.prove,search,closed,other_or_unreported,475291240,497095529
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,23530565348,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_perm.prove,search,completed_discovery_failure,ambient_resource_limit,23068846109,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_sorts.prove,committed,completed_discovery_failure,ambient_resource_limit,22270444436,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.mergesort_sorts.prove,search,completed_discovery_failure,core_search_exhausted,18235722343,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.sorted_merge.prove,committed,completed_discovery_failure,ambient_resource_limit,20551976518,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.sorted_merge.prove,search,completed_discovery_failure,ambient_resource_limit,19785879844,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.sorted_merge1.prove,committed,closed,other_or_unreported,223314823,225598808
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.sorted_merge1.prove,search,closed,other_or_unreported,235352469,224566186
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len'.prove,committed,closed,other_or_unreported,34301141,38164668
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len'.prove,search,closed,other_or_unreported,32665642,33415181
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len.prove,committed,closed,other_or_unreported,15461051,16450013
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len.prove,search,closed,other_or_unreported,14829704,15006402
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len_first_try.prove,committed,completed_discovery_failure,core_search_exhausted,6751950833,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len_first_try.prove,search,closed,other_or_unreported,265525057,267359544
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len_via_div2.prove,committed,closed,other_or_unreported,14025712,15357049
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_len_via_div2.prove,search,closed,other_or_unreported,13974169,13933324
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_perm.prove,committed,completed_discovery_failure,ambient_resource_limit,16770330013,
sf.lean.VFA.06-MergeCaseStudy.theorem.CaseStudies.SF.VFA.MergeCaseStudy.split_perm.prove,search,completed_discovery_failure,ambient_resource_limit,17286338313,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.ForallT_insert.prove,committed,closed,other_or_unreported,7250514218,7155735144
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.ForallT_insert.prove,search,closed,other_or_unreported,2262684320,2280403795
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.Forall_map_fst.prove,committed,closed,other_or_unreported,105229521,93606568
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.Forall_map_fst.prove,search,closed,other_or_unreported,107250031,101645538
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.NoDup_append.prove,committed,closed,other_or_unreported,928072433,815801991
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.NoDup_append.prove,search,closed,other_or_unreported,918044127,923086932
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.NotBst.not_bst_lookup_wrong.prove,committed,closed,other_or_unreported,13458890,14217407
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.NotBst.not_bst_lookup_wrong.prove,search,closed,other_or_unreported,13456146,13193862
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_elements_gt.prove,committed,completed_discovery_failure,ambient_resource_limit,18936209158,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_elements_gt.prove,search,closed,other_or_unreported,3341954115,3415431906
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_insert.prove,committed,completed_discovery_failure,ambient_resource_limit,27084029313,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_insert.prove,search,closed,other_or_unreported,1709878521,1687710936
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_eq.prove,committed,closed,other_or_unreported,490255478,480644175
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_eq.prove,search,closed,other_or_unreported,474925912,479592990
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_key.prove,committed,completed_discovery_failure,ambient_resource_limit,22898209231,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_key.prove,search,closed,other_or_unreported,4043570693,4049267798
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_lt.prove,committed,completed_discovery_failure,ambient_resource_limit,20978286325,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allGtT_not_mem_lt.prove,search,closed,other_or_unreported,5360655234,5456557094
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_elements_lt.prove,committed,completed_discovery_failure,ambient_resource_limit,19396468257,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_elements_lt.prove,search,closed,other_or_unreported,3212196687,3234163916
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_insert.prove,committed,completed_discovery_failure,ambient_resource_limit,26923024937,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_insert.prove,search,closed,other_or_unreported,1649332946,1625854951
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_eq.prove,committed,closed,other_or_unreported,476617030,468497777
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_eq.prove,search,closed,other_or_unreported,465633008,465937183
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_gt.prove,committed,completed_discovery_failure,ambient_resource_limit,21032333344,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_gt.prove,search,closed,other_or_unreported,5384852246,5486122004
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_key.prove,committed,completed_discovery_failure,ambient_resource_limit,19279816410,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.allLtT_not_mem_key.prove,search,closed,other_or_unreported,3514955783,3557557578
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.all_gt_keys_gt.prove,committed,closed,other_or_unreported,1728292088,1520821828
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.all_gt_keys_gt.prove,search,closed,other_or_unreported,1706225729,1656135438
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.all_lt_keys_lt.prove,committed,closed,other_or_unreported,1686181086,1486500939
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.all_lt_keys_lt.prove,search,closed,other_or_unreported,1662055198,1622055586
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.apply_empty.prove,committed,closed,other_or_unreported,5157634,6614703
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.apply_empty.prove,search,closed,other_or_unreported,5183700,6324164
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_default.prove,committed,closed,other_or_unreported,13154131401,15016299870
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_default.prove,search,closed,other_or_unreported,990964910,1022913579
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_empty.prove,committed,closed,other_or_unreported,4500470,6163062
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_empty.prove,search,closed,other_or_unreported,4566358,4415973
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_eq_false_of_AllGt.prove,committed,closed,other_or_unreported,1375730094,1349409521
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_eq_false_of_AllGt.prove,search,closed,other_or_unreported,1375690354,1359374159
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_eq_false_of_AllLt.prove,committed,closed,other_or_unreported,1374862386,1361632935
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_eq_false_of_AllLt.prove,search,closed,other_or_unreported,1373980787,1371516315
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_insert_eq.prove,committed,completed_discovery_failure,core_search_exhausted,18117490527,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_insert_eq.prove,search,closed,other_or_unreported,766711097,793095907
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_insert_neq.prove,committed,completed_discovery_failure,core_search_exhausted,20486681200,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_insert_neq.prove,search,closed,other_or_unreported,1504726366,1557597077
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_notP.prove,committed,completed_discovery_failure,ambient_resource_limit,18951300515,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_notP.prove,search,closed,other_or_unreported,17357875452,19411003913
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_relate'.prove,committed,completed_discovery_failure,ambient_resource_limit,23617411016,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_relate'.prove,search,completed_discovery_failure,ambient_resource_limit,23367137081,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_relate.prove,committed,completed_discovery_failure,ambient_resource_limit,20269157842,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_relate.prove,search,completed_discovery_failure,ambient_resource_limit,20993577337,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_value.prove,committed,completed_discovery_failure,ambient_resource_limit,21432697775,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bound_value.prove,search,completed_discovery_failure,ambient_resource_limit,21671144592,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex1.prove,committed,closed,other_or_unreported,6603389,7226086
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex1.prove,search,closed,other_or_unreported,6317552,6145781
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex2.prove,committed,closed,other_or_unreported,4946441,5191119
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex2.prove,search,closed,other_or_unreported,4727058,4581022
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex3.prove,committed,closed,other_or_unreported,5115607,5233432
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex3.prove,search,closed,other_or_unreported,5000881,4442213
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex4.prove,committed,closed,other_or_unreported,4563816,5208090
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.bst_ex4.prove,search,closed,other_or_unreported,4534065,4596343
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_bound_of_mem_bst.prove,committed,completed_discovery_failure,ambient_resource_limit,22954578842,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_bound_of_mem_bst.prove,search,closed,other_or_unreported,5321723301,5408777364
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete.prove,committed,closed,other_or_unreported,512053568,503367780
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete.prove,search,closed,other_or_unreported,524705681,580678069
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_broken.prove,committed,closed,other_or_unreported,872868243,865131585
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_broken.prove,search,closed,other_or_unreported,873461639,878984530
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_bst.prove,committed,completed_discovery_failure,ambient_resource_limit,21351894438,
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_bst.prove,search,closed,other_or_unreported,4766924172,4825284028
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_inverse.prove,committed,closed,other_or_unreported,559904604,553573601
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_complete_inverse.prove,search,closed,other_or_unreported,567794416,582025040
sf.lean.VFA.07-SearchTreeCaseStudy.theorem.CaseStudies.SF.VFA.SearchTreeCaseStudy.elements_correct.prove,committed,closed,other_or_unreported,562006906,555076763
